,artists,album_name,track_name,popularity,explicit,danceability,energy,valence,duration_min,valence_category,cat_danceability,year,category,nominee,artist,winner
1703,Stevie Ray Vaughan,Texas Flood (Legacy Edition),Lenny,56,False,0.513,0.171,0.321,4.9562166667,Negativo,Media,1972,Best Spoken Word Recording,Lenny,(Original Cast),True
1704,Overseer,Superconductor EP,Hammerhead,38,False,0.513,0.935,0.6,7.4123166667,Neutro,Media,2010,Best Rock Instrumental Performance,Hammerhead,Jeff Beck,True
1705,Don Williams,I Believe In You,I Believe In You,59,False,0.512,0.212,0.51,4.1073333333,Neutro,Media,1987,"Best Gospel Performance, Female",I Believe In You,Deniece Williams,True
1706,Doctor Flake,Divagations,Cinema,50,False,0.511,0.697,0.288,3.8548666667,Negativo,Media,1984,Best Rock Instrumental Performance,Cinema,Yes,True
1707,CASTLEBEAT,Half Life,Cinema,53,False,0.46,0.721,0.598,3.7014833333,Neutro,Media,1984,Best Rock Instrumental Performance,Cinema,Yes,True
1708,Amnesys,Elevation,Elevation,17,True,0.509,0.886,0.522,4.5371166667,Neutro,Media,2001,Best Rock Performance By A Duo Or Group With Vocal,Elevation,U2,True
1709,Nickel Creek,West Coast Country,This Side,20,False,0.509,0.724,0.702,3.5566666667,Positivo,Media,2002,Best Contemporary Folk Album,This Side,Nickel Creek,True
1710,At17,Threesome,The Best Is Yet To Come,36,False,0.507,0.32,0.352,2.7,Negativo,Media,1983,"Best Jazz Vocal Performance, Female",The Best Is Yet To Come,Ella Fitzgerald,True
1711,Five Finger Death Punch,Got Your Six,I Apologize,56,False,0.505,0.929,0.419,4.0492666667,Neutro,Media,1995,Best Female R&B Vocal Performance,I Apologize,Anita Baker,True
1712,Steve Reich;Daniel Hope;Simos Papanas;Kammerorchester Basel,Classical Running,Duet,0,False,0.505,0.157,0.348,4.9372833333,Negativo,Media,1979,"Best Jazz Instrumental Performance, Group",Duet,Chick Corea & Gary Burton,True
1713,Rachael Yamagata,Elephants...Teeth Sinking Into Heart (Standard Version),Duet,43,False,0.459,0.14,0.146,4.0186666667,Negativo,Media,1979,"Best Jazz Instrumental Performance, Group",Duet,Chick Corea & Gary Burton,True
1714,Marilyn Manson,God's Gonna Cut You Down,God's Gonna Cut You Down,57,False,0.504,0.754,0.583,2.6756333333,Neutro,Media,2007,Best Short Form Music Video,God's Gonna Cut You Down,Johnny Cash,True
1715,Matrix & Futurebound,Drum & Bass Summer Slammers 2017 (Viper Presents),The Wall,17,False,0.503,0.989,0.606,4.1609166667,Positivo,Media,1980,Best Engineered Recording - Non-Classical,The Wall,,True
1716,For Revenge,Second Chance,The Wall,33,False,0.33,0.665,0.346,4.4244333333,Negativo,Baja,1980,Best Engineered Recording - Non-Classical,The Wall,,True
1717,Grafix;Reiki Ruawai,Half Life,Somewhere,53,False,0.502,0.963,0.314,3.6798166667,Negativo,Media,1986,Best Instrumental Arrangement Accompanying Vocals,Somewhere,,True
1718,The Blaze;Octavian,Somewhere,Somewhere,50,True,0.489,0.425,0.117,3.5851,Negativo,Media,1986,Best Instrumental Arrangement Accompanying Vocals,Somewhere,,True
1719,Il Divo,Siempre,Somewhere,19,False,0.199,0.415,0.0817,3.51,Negativo,Baja,1986,Best Instrumental Arrangement Accompanying Vocals,Somewhere,,True
1720,Juveniles,Kitsuné: We Are Young (Bonus Track Version),We Are Young,25,False,0.501,0.705,0.404,4.2435166667,Neutro,Media,2012,Song Of The Year,We Are Young,,True
1721,Glee Cast,"Glee: The Music, The Graduation Album",We Are Young,50,False,0.378,0.554,0.523,4.1628833333,Neutro,Baja,2012,Song Of The Year,We Are Young,,True
1722,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,2000,"Remixer of the Year, Non-Classical",,,True
1723,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,1999,"Remixer Of The Year, Non-Classical",,,True
1724,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,1998,"Remixer Of The Year, Non-classical",,,True
1725,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,1997,"Remixer Of The Year, Non-Classical",,,True
1726,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,1965,Best New Country & Western Artist,,,True
1727,,,,0,False,0.501,0.583,0.734,0.0,Positivo,Media,1964,Best New Country & Western Artist Of 1964,,,True
1728,Little Big Town,Pain Killer,Girl Crush,70,False,0.5,0.225,0.355,3.222,Negativo,Media,2015,Best Country Duo/Group Performance,Girl Crush,Little Big Town,True
1729,Little Big Town,Pain Killer,Girl Crush,70,False,0.5,0.225,0.355,3.222,Negativo,Media,2015,Best Country Song,Girl Crush,,True
1730,Iván Ferrús,Ice Wolf,Sailing,19,False,0.497,0.255,0.159,6.44875,Negativo,Media,1980,Record Of The Year,Sailing,Christopher Cross,True
1731,Iván Ferrús,Ice Wolf,Sailing,19,False,0.497,0.255,0.159,6.44875,Negativo,Media,1980,Song Of The Year,Sailing,,True
1732,Iván Ferrús,Ice Wolf,Sailing,19,False,0.497,0.255,0.159,6.44875,Negativo,Media,1980,Best Arrangement Accompanying Vocalist(s),Sailing,,True
1733,Christopher Cross,Christopher Cross,Sailing,71,False,0.469,0.382,0.178,4.2691,Negativo,Media,1980,Record Of The Year,Sailing,Christopher Cross,True
1734,Christopher Cross,Christopher Cross,Sailing,71,False,0.469,0.382,0.178,4.2691,Negativo,Media,1980,Song Of The Year,Sailing,,True
1735,Christopher Cross,Christopher Cross,Sailing,71,False,0.469,0.382,0.178,4.2691,Negativo,Media,1980,Best Arrangement Accompanying Vocalist(s),Sailing,,True
1736,Rod Stewart,Session Acoustique,Sailing,2,False,0.43,0.375,0.189,4.6326666667,Negativo,Media,1980,Record Of The Year,Sailing,Christopher Cross,True
1737,Rod Stewart,Session Acoustique,Sailing,2,False,0.43,0.375,0.189,4.6326666667,Negativo,Media,1980,Song Of The Year,Sailing,,True
1738,Rod Stewart,Session Acoustique,Sailing,2,False,0.43,0.375,0.189,4.6326666667,Negativo,Media,1980,Best Arrangement Accompanying Vocalist(s),Sailing,,True
1739,for KING & COUNTRY,Burn The Ships,Burn The Ships,60,False,0.497,0.542,0.0707,4.6066666667,Negativo,Media,2019,Best Contemporary Christian Music Album,Burn The Ships,for KING & COUNTRY,True
1740,Cadaveria,In Your Blood,Anagram,19,False,0.496,0.887,0.549,2.7376166667,Neutro,Media,2007,Best Jazz Instrumental Solo,Anagram,,True
1741,Lefty Frizzell,Puttin' On,Almost Persuaded,12,False,0.496,0.254,0.396,3.1333333333,Negativo,Media,1966,"Best Country & Western Vocal Performance, Male",Almost Persuaded,David Houston,True
1742,Lefty Frizzell,Puttin' On,Almost Persuaded,12,False,0.496,0.254,0.396,3.1333333333,Negativo,Media,1966,Best Country & Western Recording,Almost Persuaded,David Houston,True
1743,Lefty Frizzell,Puttin' On,Almost Persuaded,12,False,0.496,0.254,0.396,3.1333333333,Negativo,Media,1966,Best Country & Western Song,Almost Persuaded,,True
1744,Canned Heat,The Best Of Canned Heat,On The Road Again,51,False,0.496,0.156,0.205,3.4388833333,Negativo,Media,1980,Best Country Song,On The Road Again,,True
1745,Lauren Daigle,Look Up Child,You Say,75,False,0.494,0.632,0.0797,4.5782166667,Negativo,Media,2018,Best Contemporary Christian Music Performance/Song,You Say,,True
1746,ONYVAA;Mattia Trani,Climax EP,Climax,13,False,0.493,0.948,0.316,6.21895,Negativo,Media,2012,Best R&B Performance,Climax,Usher,True
1747,George Jones,Hits I Missed And One I Didn't,He Stopped Loving Her Today,13,False,0.493,0.3,0.258,3.3544333333,Negativo,Media,1980,"Best Country Vocal Performance, Male",He Stopped Loving Her Today,George Jones,True
1748,Amorphis,Magic And Mayhem - Tales From The Early Years,Light My Fire,23,False,0.492,0.836,0.553,2.7497666667,Neutro,Media,1968,"Best Contemporary Pop Vocal Performance, Male",Light My Fire,Jose Feliciano,True
1749,The Doors,The Doors,Light My Fire,71,False,0.413,0.725,0.44,7.1626666667,Neutro,Media,1968,"Best Contemporary Pop Vocal Performance, Male",Light My Fire,Jose Feliciano,True
1750,Sakurako Ohara,HAPPY,Over The Rainbow,24,False,0.489,0.901,0.331,4.5722166667,Negativo,Media,2019,"Best Arrangement, Instruments and Vocals",Over The Rainbow,,True
1751,Sakurako Ohara,HAPPY,Over The Rainbow,24,False,0.489,0.901,0.331,4.5722166667,Negativo,Media,2004,Best Instrumental Arrangement Accompanying Vocalist(s),Over The Rainbow,,True
1752,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,A Family Christmas,Over The Rainbow,0,False,0.289,0.226,0.234,2.4877666667,Negativo,Baja,2019,"Best Arrangement, Instruments and Vocals",Over The Rainbow,,True
1753,Andrea Bocelli;Matteo Bocelli;Virginia Bocelli,A Family Christmas,Over The Rainbow,0,False,0.289,0.226,0.234,2.4877666667,Negativo,Baja,2004,Best Instrumental Arrangement Accompanying Vocalist(s),Over The Rainbow,,True
1754,John Mayer,Say,Say,61,False,0.485,0.723,0.541,3.8368833333,Neutro,Media,2008,Best Male Pop Vocal Performance,Say,John Mayer,True
1755,Jack Jones,The Greatest Jazz Mix,Wives And Lovers,0,False,0.485,0.511,0.531,2.4986666667,Neutro,Media,1963,"Best Vocal Performance, Male",Wives And Lovers,Jack Jones,True
1756,Jeff Bernat,She Loves Me Not,Still,65,False,0.485,0.315,0.425,3.7821,Neutro,Media,2010,Best Contemporary R&B Gospel Album,Still,BeBe & CeCe Winans,True
1757,Hillsong Worship,Ultimate Worship Vol 1,Still,61,False,0.419,0.473,0.184,5.3417666667,Negativo,Media,2010,Best Contemporary R&B Gospel Album,Still,BeBe & CeCe Winans,True
1758,Hans Zimmer,Hans Zimmer: Epic Scores,Still,15,False,0.211,0.25,0.104,4.8031,Negativo,Baja,2010,Best Contemporary R&B Gospel Album,Still,BeBe & CeCe Winans,True
1759,Bryan Sutton,A Toast to St. Patrick! - Irish Drinking Songs,Whiskey Before Breakfast,22,False,0.484,0.669,0.964,2.9228833333,Positivo,Media,2006,Best Country Instrumental Performance,Whiskey Before Breakfast,Bryan Sutton & Doc Watson,True
1760,Bad Omens,Bad Omens,Glass Houses,55,True,0.483,0.971,0.167,4.0149666667,Negativo,Media,1980,"Best Rock Vocal Performance, Male",Glass Houses,Billy Joel,True
1761,Wes Montgomery,A Day In The Life,A Day In The Life,55,False,0.483,0.364,0.349,5.8317666667,Negativo,Media,2009,Best Rock Instrumental Performance,A Day In The Life,Jeff Beck,True
1762,The Beatles,Love,A Day In The Life,50,False,0.322,0.394,0.192,5.1365166667,Negativo,Baja,2009,Best Rock Instrumental Performance,A Day In The Life,Jeff Beck,True
1763,Skillet,Unleashed,The Resistance,69,False,0.483,0.941,0.503,3.8677666667,Neutro,Media,2010,Best Rock Album,The Resistance,Muse,True
1764,Gabriela Rocha,Jesus,Jesus,38,False,0.482,0.387,0.0543,6.7488833333,Negativo,Media,2011,Best Gospel/Contemporary Christian Music Performance,Jesus,Le'Andria Johnson,True
1765,Chris Tomlin,Jesus,Jesus,34,False,0.441,0.745,0.298,4.1526666667,Negativo,Media,2011,Best Gospel/Contemporary Christian Music Performance,Jesus,Le'Andria Johnson,True
1766,Regnør,In The End,In The End,60,False,0.477,0.0384,0.149,2.772,Negativo,Media,2019,Best Rock Album,In The End,The Cranberries,True
1767,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones,In The End,71,False,0.442,0.939,0.27,3.8046666667,Negativo,Media,2019,Best Rock Album,In The End,The Cranberries,True
1768,Anime,INSANE,In The End,50,True,0.433,0.96,0.078,3.3620666667,Negativo,Media,2019,Best Rock Album,In The End,The Cranberries,True
1769,George Jones,More Country Fun,Choices,19,False,0.476,0.349,0.316,3.4368833333,Negativo,Media,1999,Best Male Country Vocal Performance,Choices,George Jones,True
1770,Ray Price,For The Good Times,For The Good Times,13,False,0.476,0.235,0.36,4.054,Negativo,Media,1970,"Best Country Vocal Performance, Male",For The Good Times,Ray Price,True
1771,The Little Willies,For The Good Times,For The Good Times,45,False,0.424,0.161,0.295,3.7702166667,Negativo,Media,1970,"Best Country Vocal Performance, Male",For The Good Times,Ray Price,True
1772,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72,False,0.476,0.381,0.33,4.782,Negativo,Media,1996,Best R&B Performance By A Duo Or Group With Vocal,Killing Me Softly With His Song,Fugees,True
1773,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72,False,0.476,0.381,0.33,4.782,Negativo,Media,1973,Record Of The Year,Killing Me Softly With His Song,Roberta Flack,True
1774,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72,False,0.476,0.381,0.33,4.782,Negativo,Media,1973,Song Of The Year,Killing Me Softly With His Song,,True
1775,Roberta Flack,Killing Me Softly,Killing Me Softly With His Song,72,False,0.476,0.381,0.33,4.782,Negativo,Media,1973,"Best Pop Vocal Performance, Female",Killing Me Softly With His Song,Roberta Flack,True
1776,The Kentucky Colonels,Long Journey Home,Long Journey Home,23,False,0.476,0.624,0.678,1.96595,Positivo,Media,1998,Best Traditional Folk Album,Long Journey Home,The Chieftains,True
1777,Hoobastank,Обратно в клас - rock,The Reason,0,False,0.474,0.671,0.0682,3.88,Negativo,Media,2010,"Best Southern, Country, Or Bluegrass Gospel Album",The Reason,Diamond Rio,True
1778,Tim Halperin,Covers,The Reason,53,False,0.423,0.207,0.209,3.3466666667,Negativo,Media,2010,"Best Southern, Country, Or Bluegrass Gospel Album",The Reason,Diamond Rio,True
1779,Wes Montgomery,Pretty Blue [2-fer],Days Of Wine And Roses,30,False,0.473,0.0504,0.172,3.80755,Negativo,Media,1963,Record Of The Year,Days Of Wine And Roses,Henry Mancini,True
1780,Wes Montgomery,Pretty Blue [2-fer],Days Of Wine And Roses,30,False,0.473,0.0504,0.172,3.80755,Negativo,Media,1963,Song Of The Year,Days Of Wine And Roses,,True
1781,Wes Montgomery,Pretty Blue [2-fer],Days Of Wine And Roses,30,False,0.473,0.0504,0.172,3.80755,Negativo,Media,1963,Best Background Arrangement (Behind vocalist or instrumentalist),Days Of Wine And Roses,,True
1782,Earl Scruggs,Dueling Banjos,Dueling Banjos,23,False,0.473,0.329,0.399,3.07755,Negativo,Media,1973,Best Country Instrumental Performance,Dueling Banjos,Steve Mandell & Eric Weissberg,True
1783,Velvet Revolver,Contraband,Slither,53,False,0.473,0.973,0.291,4.1384333333,Negativo,Media,2004,Best Hard Rock Performance,Slither,Velvet Revolver,True
1784,Ochre,A Midsummer Nice Dream,Revolver,12,False,0.471,0.754,0.21,6.4,Negativo,Media,1966,"Best Album Cover, Graphic Arts",Revolver,,True
1785,LUCHS;Patrik Berg Almkvisth,Her Eyes the Stars,II,49,False,0.47,0.072,0.477,2.1166666667,Neutro,Media,1994,Best R&B Album,II,Boyz II Men,True
1786,Béla Fleck;Sam Bush;Jerry Douglas;Stuart Duncan;Mark O'Connor;Tony Rice;Mark Schatz,Drive,The Legend,21,False,0.468,0.563,0.738,4.31155,Positivo,Media,2005,Best Boxed Or Special Limited Edition Package,The Legend,,True
1787,Slippy;London Thor,Everything & Nothing At All,Dawn,49,False,0.467,0.756,0.0948,3.2727166667,Negativo,Media,1977,Best Latin Recording,Dawn,Mongo Santamaria,True
1788,George Winston,Night,Dawn,22,False,0.41,0.00219,0.199,3.0724333333,Negativo,Media,1977,Best Latin Recording,Dawn,Mongo Santamaria,True
1789,Porya Hatami;Tomotsugu Nakamura,Phone to Logos,Dawn,12,False,0.198,0.0342,0.0412,7.1466666667,Negativo,Baja,1977,Best Latin Recording,Dawn,Mongo Santamaria,True
1790,Emancipator,Soon It Will Be Cold Enough,Anthem,45,False,0.467,0.517,0.314,5.6666666667,Negativo,Media,1984,Best Reggae Recording,Anthem,Black Uhuru,True
1791,Snavs;Fabian Mazur,Anthem,Anthem,50,False,0.45,0.96,0.159,2.26,Negativo,Media,1984,Best Reggae Recording,Anthem,Black Uhuru,True
1792,Fabian Mazur;Snavs,Actuation ADE 2022 Pre-Party,Anthem,0,False,0.45,0.96,0.159,2.26,Negativo,Media,1984,Best Reggae Recording,Anthem,Black Uhuru,True
1793,Collabro,Stars (Special Edition),Anthem,21,False,0.127,0.39,0.132,3.2471,Negativo,Baja,1984,Best Reggae Recording,Anthem,Black Uhuru,True
1794,Arctic Monkeys,When The Sun Goes Down,7,58,False,0.466,0.976,0.541,2.1417666667,Neutro,Media,2019,Album Of The Year,7,Lil Nas X,True
1795,Michael Brook;Nusrat Fateh Ali Khan,Night Song (Real World Gold),Lament,22,False,0.464,0.211,0.271,5.2504333333,Negativo,Media,1995,Best Instrumental Arrangement,Lament,,True
1796,George Winston,Remembrance: A Memorial Benefit (Special Edition),Lament,28,False,0.388,0.0128,0.359,2.392,Negativo,Baja,1995,Best Instrumental Arrangement,Lament,,True
1797,Ramin Djawadi,"House of the Dragon: Season 1, Episode 9 (Soundtrack from the HBO® Series)",Lament,49,False,0.281,0.00863,0.0384,3.43995,Negativo,Baja,1995,Best Instrumental Arrangement,Lament,,True
1798,Commodores,Coffee Break,Sail On,0,False,0.463,0.55,0.452,4.0468833333,Neutro,Media,1977,"Best Gospel Performance, Contemporary Or Insprirational",Sail On,The Imperials,True
1799,Lordi,Lordiversity - Humanimals,Supernatural,20,False,0.462,0.887,0.353,3.81755,Negativo,Media,1999,Album Of The Year,Supernatural,Santana,True
1800,Lordi,Lordiversity - Humanimals,Supernatural,20,False,0.462,0.887,0.353,3.81755,Negativo,Media,1999,Best Rock Album,Supernatural,Santana,True
1801,Cole Swindell,Good Times Country,Kiss,0,False,0.461,0.887,0.638,4.0122166667,Positivo,Media,1986,Best R&B Performance By A Duo Or Group With Vocal,Kiss,Prince & The Revolution,True
1802,Shane & Shane,"Hymns, Vol. 1",How Great Thou Art,49,False,0.46,0.509,0.297,4.9064333333,Negativo,Media,1974,Best Inspirational Performance (Non-Classical),How Great Thou Art,Elvis Presley,True
1803,Shane & Shane,"Hymns, Vol. 1",How Great Thou Art,49,False,0.46,0.509,0.297,4.9064333333,Negativo,Media,1967,Best Sacred Performance,How Great Thou Art,Elvis Presley,True
1804,Glee Cast,"Glee: The Music, Volume 4",(I've Had) The Time Of My Life,43,False,0.459,0.77,0.168,4.626,Negativo,Media,1987,Best Pop Performance By A Duo Or Group With Vocal,(I've Had) The Time Of My Life,Jennifer Warnes & Bill Medley,True
1805,Derek & The Dominos,70s Christmas Party,Layla,0,False,0.459,0.89,0.447,7.0613333333,Neutro,Media,1992,Best Rock Song,Layla,,True
1806,DJ Robin;Schürze,Layla (Dutch Version),Layla,70,False,0.448,0.921,0.375,3.0951,Negativo,Media,1992,Best Rock Song,Layla,,True
1807,Thom Yorke,Suspiria (Music for the Luca Guadagnino Film),Suspirium,59,False,0.457,0.223,0.438,3.3628,Neutro,Media,2019,Best Song Written For Visual Media,Suspirium,,True
1808,Takehara Pistol,GOOD LUCK TRACK,Amazing Grace,30,False,0.457,0.26,0.38,2.9762166667,Negativo,Media,1989,Best Country Instrumental Performance,Amazing Grace,Randy Scruggs,True
1809,Takehara Pistol,GOOD LUCK TRACK,Amazing Grace,30,False,0.457,0.26,0.38,2.9762166667,Negativo,Media,1981,Best Inspirational Performance,Amazing Grace,B.J. Thomas,True
1810,Takehara Pistol,GOOD LUCK TRACK,Amazing Grace,30,False,0.457,0.26,0.38,2.9762166667,Negativo,Media,1972,Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,True
1811,for KING & COUNTRY;Rebecca St. James,My Utmost For His Highest,Amazing Grace,43,False,0.373,0.225,0.0857,3.3566833333,Negativo,Baja,1989,Best Country Instrumental Performance,Amazing Grace,Randy Scruggs,True
1812,for KING & COUNTRY;Rebecca St. James,My Utmost For His Highest,Amazing Grace,43,False,0.373,0.225,0.0857,3.3566833333,Negativo,Baja,1981,Best Inspirational Performance,Amazing Grace,B.J. Thomas,True
1813,for KING & COUNTRY;Rebecca St. James,My Utmost For His Highest,Amazing Grace,43,False,0.373,0.225,0.0857,3.3566833333,Negativo,Baja,1972,Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,True
1814,Traditional;Jim Brickman,Piano Songs for Kids,Amazing Grace,0,False,0.35,0.152,0.195,3.1062166667,Negativo,Baja,1989,Best Country Instrumental Performance,Amazing Grace,Randy Scruggs,True
1815,Traditional;Jim Brickman,Piano Songs for Kids,Amazing Grace,0,False,0.35,0.152,0.195,3.1062166667,Negativo,Baja,1981,Best Inspirational Performance,Amazing Grace,B.J. Thomas,True
1816,Traditional;Jim Brickman,Piano Songs for Kids,Amazing Grace,0,False,0.35,0.152,0.195,3.1062166667,Negativo,Baja,1972,Best Soul Gospel Performance,Amazing Grace,Aretha Franklin,True
1817,George Jones,The Gospel Collection: George Jones Sings The Greatest Stories Ever Told,Amazing Grace,18,False,0.324,0.245,0.244,3.39155,Negativo,Baja,1989,Best Country Instrumental Performance,Amazing Grace,Randy Scruggs,True
1818,George Jones,The Gospel Collection: George Jones Sings The Greatest Stories Ever Told,Amazing Grace,18,False,0.324,0.245,0.244,3.39155,Negativo,Baja,1981,Best Inspirational Performance,Amazing Grace,B.J. Thomas,True
